10	0.004166667	29.73038	-0.8440841	-3.564296	-27.92778	99.92201	98.73448245
10	0.0125	29.7625	-0.8454126	-3.570321	-27.94685	100.004	98.72666786
10	0.02083334	29.7857	-0.8467079	-3.576196	-27.96544	100.0092	98.71907654
10	0.02916666	29.81114	-0.8480274	-3.582167	-27.98432	100.0493	98.71126195
10	0.0375	29.84071	-0.8493157	-3.588006	-28.0028	99.94991	98.70349201
10	0.04583334	29.86303	-0.8505714	-3.593702	-28.02082	100.0139	98.69549879
10	0.05416668	29.89192	-0.8518257	-3.599389	-28.03882	99.96053	98.6876842
10	0.0625	29.91897	-0.8530516	-3.604959	-28.05646	100.0194	98.67973564
10	0.07083332	29.94791	-0.8542579	-3.610449	-28.07384	100.0045	98.67174243
10	0.07916666	29.9726	-0.8553863	-3.61561	-28.09022	99.99371	98.66432973
10	0.0875	29.99638	-0.8565182	-3.620786	-28.10664	99.96241	98.65669376
10	0.09583332	30.02149	-0.8576466	-3.625934	-28.12295	100.0233	98.64928106
10	0.1041666	30.03856	-0.8587546	-3.630989	-28.13897	99.98916	98.64160043
10	0.1125	30.0708	-0.8598048	-3.635809	-28.15427	100.0409	98.63374118
10	0.1208333	30.09508	-0.8608499	-3.6406	-28.16948	99.98184	98.62552469
10	0.1291666	30.11992	-0.8619179	-3.64549	-28.18499	99.97241	98.61757614
10	0.1375	30.1464	-0.8630116	-3.65049	-28.20083	100.0441	98.60971689
10	0.1458333	30.16834	-0.8641278	-3.655578	-28.21694	100.0014	98.60208091
10	0.1541667	30.19404	-0.8652099	-3.66052	-28.23261	99.99619	98.59453425
10	0.1625	30.219	-0.8662953	-3.665478	-28.24832	99.99216	98.58654104
10	0.1708334	30.24404	-0.8673222	-3.670184	-28.26325	100.0216	98.57836921
10	0.1791666	30.27092	-0.8683678	-3.674973	-28.27844	100.0523	98.56984014
10	0.1875	30.29438	-0.8694024	-3.679727	-28.29352	99.96424	98.56180227
10	0.1958334	30.31816	-0.8704481	-3.684522	-28.30873	100.0414	98.55407698
10	0.2041667	30.34396	-0.8714803	-3.68926	-28.32376	99.93562	98.54661963
10	0.2125	30.36367	-0.8725372	-3.694094	-28.33908	99.99155	98.53907297
10	0.2208333	30.3904	-0.8735176	-3.698609	-28.35342	99.98944	98.53121372
10	0.2291667	30.41201	-0.8744305	-3.702837	-28.36686	99.98422	98.52317585
10	0.2375	30.43977	-0.8753937	-3.70728	-28.38098	100.0111	98.51504867
10	0.2458334	30.47076	-0.8763728	-3.711796	-28.39533	99.97845	98.50714477
10	0.2541666	30.49101	-0.8774184	-3.716595	-28.41055	100.0663	98.4995088
10	0.2625	30.5187	-0.8784497	-3.721334	-28.42558	100.0163	98.49200679
10	0.2708334	30.54528	-0.8795001	-3.726153	-28.44086	99.96828	98.48410288
10	0.2791667	30.57245	-0.8804938	-3.730743	-28.45544	99.9617	98.47593105
10	0.2875	30.59072	-0.881584	-3.735736	-28.47126	100.0503	98.46771457
10	0.2958333	30.61353	-0.8826397	-3.74058	-28.48662	100.017	98.45958739
10	0.3041667	30.64282	-0.883692	-3.745414	-28.50195	99.98368	98.45163883
10	0.3125	30.6719	-0.8848011	-3.750502	-28.51807	99.98789	98.443467
10	0.3208333	30.69784	-0.8858841	-3.755481	-28.53386	99.97381	98.4355631
10	0.3291667	30.72611	-0.8869501	-3.760386	-28.54942	100.0765	98.42748058
10	0.3375	30.75133	-0.8879709	-3.765103	-28.5644	99.965	98.41939805
10	0.3458333	30.78128	-0.8890994	-3.770284	-28.58082	100.0324	98.4114495
10	0.3541666	30.80858	-0.8901862	-3.775291	-28.59672	99.9791	98.40336697
10	0.3625	30.83808	-0.8913349	-3.780562	-28.61341	100.0226	98.39515049
10	0.3708334	30.86402	-0.8923616	-3.785325	-28.62855	99.94399	98.38724658
10	0.3791666	30.8977	-0.8934168	-3.790226	-28.64413	100.024	98.37916406
10	0.3875	30.92136	-0.8945222	-3.795344	-28.66039	100.0174	98.37081361
10	0.3958334	30.95354	-0.8956597	-3.800594	-28.67706	99.98378	98.36268643
10	0.4041666	30.98178	-0.8967972	-3.805852	-28.69375	99.95059	98.35438064
10	0.4125	31.00987	-0.897913	-3.811018	-28.71016	100.0074	98.34625346
10	0.4208333	31.04669	-0.8990686	-3.81637	-28.72715	99.99761	98.3378137
10	0.4291667	31.07462	-0.9000952	-3.821176	-28.74246	100.045	98.32937394
10	0.4375	31.10453	-0.9012411	-3.826489	-28.75934	99.99103	98.32115745
10	0.4458333	31.13436	-0.9023351	-3.831586	-28.77556	99.96495	98.31311959
10	0.4541667	31.16984	-0.9035289	-3.83712	-28.79313	100.0362	98.30467982
10	0.4625	31.19934	-0.9047234	-3.84266	-28.81072	99.98956	98.29619541
10	0.4708334	31.23106	-0.9059126	-3.848181	-28.82827	99.98286	98.28793427
10	0.4791666	31.2663	-0.9070715	-3.853584	-28.84545	100.0278	98.2798964
10	0.4875	31.30088	-0.9082834	-3.859216	-28.86334	100.0653	98.27145664
10	0.4958334	31.33337	-0.9094613	-3.864721	-28.88086	99.99045	98.26292757
10	0.5041666	31.37052	-0.9106756	-3.870379	-28.89885	99.94684	98.25471108
10	0.5125	31.40371	-0.9119681	-3.87638	-28.91791	100.0073	98.24627132
10	0.5208332	31.43993	-0.9131172	-3.88178	-28.93512	100.0196	98.23792087
10	0.5291666	31.47249	-0.9142999	-3.88733	-28.9528	99.97484	98.22948111
10	0.5375	31.50748	-0.9155289	-3.893079	-28.9711	100.0301	98.22130928
10	0.5458334	31.54723	-0.9167268	-3.898708	-28.98902	99.96611	98.21291417
10	0.5541668	31.57922	-0.9179347	-3.904385	-29.00711	99.99244	98.20460838
10	0.5625	31.618	-0.9192572	-3.910559	-29.02674	100.0243	98.19621327
10	0.5708332	31.65898	-0.9205097	-3.916441	-29.04547	100.0291	98.18781817
10	0.5791666	31.69919	-0.9217851	-3.922436	-29.06457	99.96482	98.17942306
10	0.5875	31.73969	-0.9230401	-3.928352	-29.08344	99.99116	98.1709833
10	0.5958334	31.77264	-0.9243216	-3.934383	-29.10264	99.98812	98.16263285
10	0.6041668	31.81836	-0.9256543	-3.940646	-29.12258	100.0241	98.15401447
10	0.6125	31.85216	-0.9270688	-3.947264	-29.14363	100.0072	98.14553005
10	0.6208334	31.89728	-0.9283936	-3.953514	-29.16355	99.98734	98.13700098
10	0.6291666	31.93646	-0.929743	-3.959873	-29.1838	100.0099	98.1283826
10	0.6375	31.9739	-0.9311326	-3.966414	-29.20463	99.99774	98.11989819
10	0.6458332	32.01527	-0.9324784	-3.972769	-29.2249	99.97803	98.11123515
10	0.6541666	32.06504	-0.9339024	-3.979478	-29.24626	100.0122	98.10279539
10	0.6625	32.1087	-0.9353456	-3.986273	-29.2679	99.96301	98.09440029
10	0.6708334	32.14823	-0.9368236	-3.993222	-29.29001	100.0362	98.08604983
