7	3	9	3	4	2.302585093
4	2	3	6	3	1.791759469
7	4	10	4	5	2.397895273
7	8	0	1	5	2.708050201
7	6	4	10	0	2.564949357
2	8	8	8	9	2.302585093
10	3	10	0	3	2.564949357
2	3	1	4	4	1.609437912
8	4	7	2	4	2.48490665
7	10	5	0	6	2.833213344
2	0	10	0	1	0.693147181
8	1	4	4	5	2.197224577
7	2	0	1	0	2.197224577
1	5	0	5	2	1.791759469
6	4	1	10	8	2.302585093
1	6	0	3	0	1.945910149
3	8	0	8	6	2.397895273
5	9	4	7	9	2.63905733
5	0	9	9	4	1.609437912
3	10	1	3	6	2.564949357
6	5	10	7	6	2.397895273
5	8	5	0	3	2.564949357
4	5	5	9	5	2.197224577
1	0	4	4	0	0
10	1	3	9	6	2.397895273
8	1	7	8	3	2.197224577
4	5	4	1	6	2.197224577
5	2	8	10	2	1.945910149
1	5	5	0	8	1.791759469
1	1	7	9	2	0.693147181
10	8	10	5	4	2.890371758
8	9	9	4	6	2.833213344
10	9	8	3	3	2.944438979
3	1	0	7	3	1.386294361
3	8	9	3	8	2.397895273
5	0	0	0	2	1.609437912
1	2	9	9	1	1.098612289
8	4	10	10	8	2.48490665
2	10	10	9	3	2.48490665
4	4	4	2	7	2.079441542
6	10	1	2	5	2.772588722
1	10	7	5	4	2.397895273
4	4	9	7	6	2.079441542
10	8	3	7	4	2.890371758
8	0	2	7	10	2.079441542
0	9	6	10	6	2.197224577
4	7	10	0	9	2.397895273
5	3	8	2	7	2.079441542
1	8	6	0	0	2.197224577
10	8	3	10	4	2.890371758
5	1	0	5	6	1.791759469
10	8	0	10	7	2.890371758
7	4	8	2	1	2.397895273
0	2	3	10	2	0.693147181
8	4	8	4	6	2.48490665
2	0	6	6	9	0.693147181
9	10	8	5	0	2.944438979
2	8	0	2	1	2.302585093
8	0	4	9	9	2.079441542
6	4	7	4	5	2.302585093
2	1	0	6	8	1.098612289
4	1	10	10	1	1.609437912
7	9	6	0	7	2.772588722
2	8	8	5	9	2.302585093
6	2	8	4	2	2.079441542
2	10	2	0	10	2.48490665
6	10	0	8	7	2.772588722
2	2	5	8	9	1.386294361
8	8	1	7	1	2.772588722
3	10	7	3	9	2.564949357
8	1	3	0	6	2.197224577
2	3	2	8	10	1.609437912
10	7	0	8	7	2.833213344
0	9	1	9	3	2.197224577
7	0	7	8	0	1.945910149
3	7	2	1	6	2.302585093
3	5	5	6	9	2.079441542
9	4	3	2	3	2.564949357
5	8	6	10	8	2.564949357
7	8	1	1	1	2.708050201
5	2	2	9	2	1.945910149
3	5	4	3	10	2.079441542
4	9	9	9	0	2.564949357
1	8	4	6	1	2.197224577
0	5	0	2	7	1.609437912
7	3	7	4	1	2.302585093
6	5	5	4	7	2.397895273
0	4	10	10	1	1.386294361
10	1	0	0	5	2.397895273
7	7	3	8	9	2.63905733
8	0	0	6	5	2.079441542
9	4	3	0	5	2.564949357
2	5	9	7	4	1.945910149
10	6	6	5	4	2.772588722
0	6	3	2	0	1.791759469
3	8	4	10	4	2.397895273
10	5	6	7	6	2.708050201
3	8	5	0	6	2.397895273
2	7	1	10	6	2.197224577
